"record_type","model_name","data_name","model_class","formula","created_at","bundle_created_at","n","r","r_squared","adj_r_squared","see","ss_regression","ss_residual","ss_total","df_regression","df_residual","df_total","ms_regression","ms_residual","f","significance","aic","bic","rmse","mae","term","estimate","std_error","t_value","p_value","type","edf","ref_df"
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"ecf7R718",-0.73495,0.102533,-7.167905,0,"parametric",NA,NA
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"ecf7R719",-0.293279,0.090658,-3.235016,0.001221,"parametric",NA,NA
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"ecf7R720",-0.58222,0.287059,-2.028222,0.04257,"parametric",NA,NA
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"ecf7R721",-0.232766,0.156131,-1.490837,0.136042,"parametric",NA,NA
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"ecf7R722",-0.74661,0.237694,-3.141055,0.001689,"parametric",NA,NA
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"ecf7R723",-0.130409,0.105644,-1.234418,0.217082,"parametric",NA,NA
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"ecf7R724",-0.467903,0.148916,-3.142073,0.001684,"parametric",NA,NA
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"s(ln_landratio)",NA,NA,2.930486,1e-06,"smooth",1.691369,9
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"s(ln_base_bldgsize_ratio)",NA,NA,5.474698,0,"smooth",2.347426,9
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"s(sresb_yearbuilt)",NA,NA,5.546305,0,"smooth",2.115706,9
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"s(ln_garagespaces)",NA,NA,0.016317,0.338014,"smooth",0.053071,3
"coefficient","cod_nlmod_tasp_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752021,0.565536,0.555149,0.38213,1566.786435,1203.658992,2770.445426,229,8242.941515,8440,6.841862,0.146023,46.854691,0,7915.745048,9331.145103,0.37762,0.315856,"s(months)",NA,NA,0.292348,0.059185,"smooth",0.850913,9
"coefficient","cod_nlmod_alt_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752081,0.565626,0.555247,0.382088,1567.036982,1203.408445,2770.445426,226,8243.030298,8440,6.933792,0.145991,47.494645,0,7911.723658,9319.152848,0.377581,0.315808,"(Intercept)",0,0,NA,NA,"parametric",NA,NA
"coefficient","cod_nlmod_alt_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752081,0.565626,0.555247,0.382088,1567.036982,1203.408445,2770.445426,226,8243.030298,8440,6.933792,0.145991,47.494645,0,7911.723658,9319.152848,0.377581,0.315808,"arterial",0.008772,0.016952,0.517488,0.604829,"parametric",NA,NA
"coefficient","cod_nlmod_alt_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752081,0.565626,0.555247,0.382088,1567.036982,1203.408445,2770.445426,226,8243.030298,8440,6.933792,0.145991,47.494645,0,7911.723658,9319.152848,0.377581,0.315808,"single_family1story",0.0101,0.012858,0.785514,0.432175,"parametric",NA,NA
"coefficient","cod_nlmod_alt_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752081,0.565626,0.555247,0.382088,1567.036982,1203.408445,2770.445426,226,8243.030298,8440,6.933792,0.145991,47.494645,0,7911.723658,9319.152848,0.377581,0.315808,"half_duplex1story",-0.155634,0.062916,-2.473664,0.013394,"parametric",NA,NA
"coefficient","cod_nlmod_alt_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752081,0.565626,0.555247,0.382088,1567.036982,1203.408445,2770.445426,226,8243.030298,8440,6.933792,0.145991,47.494645,0,7911.723658,9319.152848,0.377581,0.315808,"half_duplex2story",-0.04368,0.082899,-0.526906,0.598273,"parametric",NA,NA
"coefficient","cod_nlmod_alt_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752081,0.565626,0.555247,0.382088,1567.036982,1203.408445,2770.445426,226,8243.030298,8440,6.933792,0.145991,47.494645,0,7911.723658,9319.152848,0.377581,0.315808,"smallest",-0.025337,0.039962,-0.634015,0.526088,"parametric",NA,NA
"coefficient","cod_nlmod_alt_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752081,0.565626,0.555247,0.382088,1567.036982,1203.408445,2770.445426,226,8243.030298,8440,6.933792,0.145991,47.494645,0,7911.723658,9319.152848,0.377581,0.315808,"small",-0.020429,0.018958,-1.077543,0.281269,"parametric",NA,NA
"coefficient","cod_nlmod_alt_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752081,0.565626,0.555247,0.382088,1567.036982,1203.408445,2770.445426,226,8243.030298,8440,6.933792,0.145991,47.494645,0,7911.723658,9319.152848,0.377581,0.315808,"large",0.035953,0.020656,1.740552,0.081799,"parametric",NA,NA
"coefficient","cod_nlmod_alt_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752081,0.565626,0.555247,0.382088,1567.036982,1203.408445,2770.445426,226,8243.030298,8440,6.933792,0.145991,47.494645,0,7911.723658,9319.152848,0.377581,0.315808,"largest",0.095286,0.036379,2.619293,0.008827,"parametric",NA,NA
"coefficient","cod_nlmod_alt_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752081,0.565626,0.555247,0.382088,1567.036982,1203.408445,2770.445426,226,8243.030298,8440,6.933792,0.145991,47.494645,0,7911.723658,9319.152848,0.377581,0.315808,"two_plus_baths",0.126051,0.043227,2.916045,0.003555,"parametric",NA,NA
"coefficient","cod_nlmod_alt_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752081,0.565626,0.555247,0.382088,1567.036982,1203.408445,2770.445426,226,8243.030298,8440,6.933792,0.145991,47.494645,0,7911.723658,9319.152848,0.377581,0.315808,"powder_room",0.040455,0.020555,1.96811,0.049089,"parametric",NA,NA
"coefficient","cod_nlmod_alt_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752081,0.565626,0.555247,0.382088,1567.036982,1203.408445,2770.445426,226,8243.030298,8440,6.933792,0.145991,47.494645,0,7911.723658,9319.152848,0.377581,0.315808,"good",0.221355,0.033963,6.517483,0,"parametric",NA,NA
"coefficient","cod_nlmod_alt_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752081,0.565626,0.555247,0.382088,1567.036982,1203.408445,2770.445426,226,8243.030298,8440,6.933792,0.145991,47.494645,0,7911.723658,9319.152848,0.377581,0.315808,"fair",-0.169586,0.011078,-15.307991,0,"parametric",NA,NA
"coefficient","cod_nlmod_alt_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752081,0.565626,0.555247,0.382088,1567.036982,1203.408445,2770.445426,226,8243.030298,8440,6.933792,0.145991,47.494645,0,7911.723658,9319.152848,0.377581,0.315808,"poor",-0.273695,0.029291,-9.343901,0,"parametric",NA,NA
"coefficient","cod_nlmod_alt_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752081,0.565626,0.555247,0.382088,1567.036982,1203.408445,2770.445426,226,8243.030298,8440,6.933792,0.145991,47.494645,0,7911.723658,9319.152848,0.377581,0.315808,"very_poor_unsound",-0.31988,0.085489,-3.74177,0.000184,"parametric",NA,NA
"coefficient","cod_nlmod_alt_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752081,0.565626,0.555247,0.382088,1567.036982,1203.408445,2770.445426,226,8243.030298,8440,6.933792,0.145991,47.494645,0,7911.723658,9319.152848,0.377581,0.315808,"qabove_avg",0.189784,0.039186,4.843114,1e-06,"parametric",NA,NA
"coefficient","cod_nlmod_alt_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752081,0.565626,0.555247,0.382088,1567.036982,1203.408445,2770.445426,226,8243.030298,8440,6.933792,0.145991,47.494645,0,7911.723658,9319.152848,0.377581,0.315808,"qbelow_avg",-0.071598,0.012305,-5.818577,0,"parametric",NA,NA
"coefficient","cod_nlmod_alt_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752081,0.565626,0.555247,0.382088,1567.036982,1203.408445,2770.445426,226,8243.030298,8440,6.933792,0.145991,47.494645,0,7911.723658,9319.152848,0.377581,0.315808,"crawl",-0.025355,0.03947,-0.642388,0.520639,"parametric",NA,NA
"coefficient","cod_nlmod_alt_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752081,0.565626,0.555247,0.382088,1567.036982,1203.408445,2770.445426,226,8243.030298,8440,6.933792,0.145991,47.494645,0,7911.723658,9319.152848,0.377581,0.315808,"slab",-0.289965,0.046201,-6.276222,0,"parametric",NA,NA
"coefficient","cod_nlmod_alt_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752081,0.565626,0.555247,0.382088,1567.036982,1203.408445,2770.445426,226,8243.030298,8440,6.933792,0.145991,47.494645,0,7911.723658,9319.152848,0.377581,0.315808,"garage",11.659176,0.087505,133.240602,0,"parametric",NA,NA
"coefficient","cod_nlmod_alt_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752081,0.565626,0.555247,0.382088,1567.036982,1203.408445,2770.445426,226,8243.030298,8440,6.933792,0.145991,47.494645,0,7911.723658,9319.152848,0.377581,0.315808,"fireplace",0.070494,0.011352,6.209874,0,"parametric",NA,NA
"coefficient","cod_nlmod_alt_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752081,0.565626,0.555247,0.382088,1567.036982,1203.408445,2770.445426,226,8243.030298,8440,6.933792,0.145991,47.494645,0,7911.723658,9319.152848,0.377581,0.315808,"hot_water",0.045661,0.017912,2.549122,0.010817,"parametric",NA,NA
"coefficient","cod_nlmod_alt_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752081,0.565626,0.555247,0.382088,1567.036982,1203.408445,2770.445426,226,8243.030298,8440,6.933792,0.145991,47.494645,0,7911.723658,9319.152848,0.377581,0.315808,"elec_baseboard",-0.064987,0.175555,-0.370182,0.711256,"parametric",NA,NA
"coefficient","cod_nlmod_alt_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752081,0.565626,0.555247,0.382088,1567.036982,1203.408445,2770.445426,226,8243.030298,8440,6.933792,0.145991,47.494645,0,7911.723658,9319.152848,0.377581,0.315808,"wall",-0.112323,0.086436,-1.299494,0.193811,"parametric",NA,NA
"coefficient","cod_nlmod_alt_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752081,0.565626,0.555247,0.382088,1567.036982,1203.408445,2770.445426,226,8243.030298,8440,6.933792,0.145991,47.494645,0,7911.723658,9319.152848,0.377581,0.315808,"central_air",0.069975,0.010904,6.417309,0,"parametric",NA,NA
"coefficient","cod_nlmod_alt_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752081,0.565626,0.555247,0.382088,1567.036982,1203.408445,2770.445426,226,8243.030298,8440,6.933792,0.145991,47.494645,0,7911.723658,9319.152848,0.377581,0.315808,"ecf1R102",-0.192592,0.113988,-1.689583,0.091146,"parametric",NA,NA
"coefficient","cod_nlmod_alt_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752081,0.565626,0.555247,0.382088,1567.036982,1203.408445,2770.445426,226,8243.030298,8440,6.933792,0.145991,47.494645,0,7911.723658,9319.152848,0.377581,0.315808,"ecf1R103",0.038882,0.099639,0.390231,0.696376,"parametric",NA,NA
"coefficient","cod_nlmod_alt_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752081,0.565626,0.555247,0.382088,1567.036982,1203.408445,2770.445426,226,8243.030298,8440,6.933792,0.145991,47.494645,0,7911.723658,9319.152848,0.377581,0.315808,"ecf1R104",-0.065992,0.091108,-0.724324,0.468887,"parametric",NA,NA
"coefficient","cod_nlmod_alt_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752081,0.565626,0.555247,0.382088,1567.036982,1203.408445,2770.445426,226,8243.030298,8440,6.933792,0.145991,47.494645,0,7911.723658,9319.152848,0.377581,0.315808,"ecf1R105",-0.286593,0.094092,-3.04587,0.002327,"parametric",NA,NA
"coefficient","cod_nlmod_alt_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752081,0.565626,0.555247,0.382088,1567.036982,1203.408445,2770.445426,226,8243.030298,8440,6.933792,0.145991,47.494645,0,7911.723658,9319.152848,0.377581,0.315808,"ecf1R106",-0.268534,0.101516,-2.645226,0.008179,"parametric",NA,NA
"coefficient","cod_nlmod_alt_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752081,0.565626,0.555247,0.382088,1567.036982,1203.408445,2770.445426,226,8243.030298,8440,6.933792,0.145991,47.494645,0,7911.723658,9319.152848,0.377581,0.315808,"ecf1R107",-0.185237,0.133895,-1.383449,0.166565,"parametric",NA,NA
"coefficient","cod_nlmod_alt_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752081,0.565626,0.555247,0.382088,1567.036982,1203.408445,2770.445426,226,8243.030298,8440,6.933792,0.145991,47.494645,0,7911.723658,9319.152848,0.377581,0.315808,"ecf1R108",-0.362186,0.095277,-3.8014,0.000145,"parametric",NA,NA
"coefficient","cod_nlmod_alt_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752081,0.565626,0.555247,0.382088,1567.036982,1203.408445,2770.445426,226,8243.030298,8440,6.933792,0.145991,47.494645,0,7911.723658,9319.152848,0.377581,0.315808,"ecf1R109",-0.140911,0.091058,-1.547476,0.121787,"parametric",NA,NA
"coefficient","cod_nlmod_alt_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752081,0.565626,0.555247,0.382088,1567.036982,1203.408445,2770.445426,226,8243.030298,8440,6.933792,0.145991,47.494645,0,7911.723658,9319.152848,0.377581,0.315808,"ecf1R110",-0.136967,0.099665,-1.37428,0.169392,"parametric",NA,NA
"coefficient","cod_nlmod_alt_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752081,0.565626,0.555247,0.382088,1567.036982,1203.408445,2770.445426,226,8243.030298,8440,6.933792,0.145991,47.494645,0,7911.723658,9319.152848,0.377581,0.315808,"ecf1R111",-0.117527,0.160233,-0.733476,0.463289,"parametric",NA,NA
"coefficient","cod_nlmod_alt_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752081,0.565626,0.555247,0.382088,1567.036982,1203.408445,2770.445426,226,8243.030298,8440,6.933792,0.145991,47.494645,0,7911.723658,9319.152848,0.377581,0.315808,"ecf1R112",-0.072357,0.10943,-0.661222,0.508488,"parametric",NA,NA
"coefficient","cod_nlmod_alt_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752081,0.565626,0.555247,0.382088,1567.036982,1203.408445,2770.445426,226,8243.030298,8440,6.933792,0.145991,47.494645,0,7911.723658,9319.152848,0.377581,0.315808,"ecf1R113",-0.61908,0.124427,-4.975432,1e-06,"parametric",NA,NA
"coefficient","cod_nlmod_alt_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752081,0.565626,0.555247,0.382088,1567.036982,1203.408445,2770.445426,226,8243.030298,8440,6.933792,0.145991,47.494645,0,7911.723658,9319.152848,0.377581,0.315808,"ecf1R114",-0.298833,0.108147,-2.763209,0.005736,"parametric",NA,NA
"coefficient","cod_nlmod_alt_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752081,0.565626,0.555247,0.382088,1567.036982,1203.408445,2770.445426,226,8243.030298,8440,6.933792,0.145991,47.494645,0,7911.723658,9319.152848,0.377581,0.315808,"ecf1R115",0.189813,0.113976,1.665375,0.095876,"parametric",NA,NA
"coefficient","cod_nlmod_alt_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752081,0.565626,0.555247,0.382088,1567.036982,1203.408445,2770.445426,226,8243.030298,8440,6.933792,0.145991,47.494645,0,7911.723658,9319.152848,0.377581,0.315808,"ecf1R116",0.185056,0.097144,1.90496,0.05682,"parametric",NA,NA
"coefficient","cod_nlmod_alt_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752081,0.565626,0.555247,0.382088,1567.036982,1203.408445,2770.445426,226,8243.030298,8440,6.933792,0.145991,47.494645,0,7911.723658,9319.152848,0.377581,0.315808,"ecf1R117",-0.12753,0.09367,-1.361478,0.1734,"parametric",NA,NA
"coefficient","cod_nlmod_alt_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752081,0.565626,0.555247,0.382088,1567.036982,1203.408445,2770.445426,226,8243.030298,8440,6.933792,0.145991,47.494645,0,7911.723658,9319.152848,0.377581,0.315808,"ecf1R118",-0.213547,0.096475,-2.213485,0.026892,"parametric",NA,NA
"coefficient","cod_nlmod_alt_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752081,0.565626,0.555247,0.382088,1567.036982,1203.408445,2770.445426,226,8243.030298,8440,6.933792,0.145991,47.494645,0,7911.723658,9319.152848,0.377581,0.315808,"ecf1R119",-0.401521,0.106154,-3.782436,0.000156,"parametric",NA,NA
"coefficient","cod_nlmod_alt_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752081,0.565626,0.555247,0.382088,1567.036982,1203.408445,2770.445426,226,8243.030298,8440,6.933792,0.145991,47.494645,0,7911.723658,9319.152848,0.377581,0.315808,"ecf1R120",-0.099196,0.107375,-0.923829,0.355602,"parametric",NA,NA
"coefficient","cod_nlmod_alt_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752081,0.565626,0.555247,0.382088,1567.036982,1203.408445,2770.445426,226,8243.030298,8440,6.933792,0.145991,47.494645,0,7911.723658,9319.152848,0.377581,0.315808,"ecf1R121",-0.156117,0.09429,-1.65571,0.097819,"parametric",NA,NA
"coefficient","cod_nlmod_alt_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752081,0.565626,0.555247,0.382088,1567.036982,1203.408445,2770.445426,226,8243.030298,8440,6.933792,0.145991,47.494645,0,7911.723658,9319.152848,0.377581,0.315808,"ecf1R122",-0.398069,0.097306,-4.090894,4.3e-05,"parametric",NA,NA
"coefficient","cod_nlmod_alt_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752081,0.565626,0.555247,0.382088,1567.036982,1203.408445,2770.445426,226,8243.030298,8440,6.933792,0.145991,47.494645,0,7911.723658,9319.152848,0.377581,0.315808,"ecf1R123",-0.197007,0.105118,-1.874159,0.060944,"parametric",NA,NA
"coefficient","cod_nlmod_alt_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752081,0.565626,0.555247,0.382088,1567.036982,1203.408445,2770.445426,226,8243.030298,8440,6.933792,0.145991,47.494645,0,7911.723658,9319.152848,0.377581,0.315808,"ecf1R124",-0.562709,0.152016,-3.701654,0.000216,"parametric",NA,NA
"coefficient","cod_nlmod_alt_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752081,0.565626,0.555247,0.382088,1567.036982,1203.408445,2770.445426,226,8243.030298,8440,6.933792,0.145991,47.494645,0,7911.723658,9319.152848,0.377581,0.315808,"ecf1R125",-0.176611,0.116554,-1.515269,0.129743,"parametric",NA,NA
"coefficient","cod_nlmod_alt_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752081,0.565626,0.555247,0.382088,1567.036982,1203.408445,2770.445426,226,8243.030298,8440,6.933792,0.145991,47.494645,0,7911.723658,9319.152848,0.377581,0.315808,"ecf1R126",0.249692,0.096951,2.575447,0.010028,"parametric",NA,NA
"coefficient","cod_nlmod_alt_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752081,0.565626,0.555247,0.382088,1567.036982,1203.408445,2770.445426,226,8243.030298,8440,6.933792,0.145991,47.494645,0,7911.723658,9319.152848,0.377581,0.315808,"ecf1R127",-0.405085,0.116824,-3.467495,0.000528,"parametric",NA,NA
"coefficient","cod_nlmod_alt_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752081,0.565626,0.555247,0.382088,1567.036982,1203.408445,2770.445426,226,8243.030298,8440,6.933792,0.145991,47.494645,0,7911.723658,9319.152848,0.377581,0.315808,"ecf1R128",-0.527969,0.097928,-5.391406,0,"parametric",NA,NA
"coefficient","cod_nlmod_alt_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752081,0.565626,0.555247,0.382088,1567.036982,1203.408445,2770.445426,226,8243.030298,8440,6.933792,0.145991,47.494645,0,7911.723658,9319.152848,0.377581,0.315808,"ecf1R129",-0.170794,0.103433,-1.651254,0.098725,"parametric",NA,NA
"coefficient","cod_nlmod_alt_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752081,0.565626,0.555247,0.382088,1567.036982,1203.408445,2770.445426,226,8243.030298,8440,6.933792,0.145991,47.494645,0,7911.723658,9319.152848,0.377581,0.315808,"ecf1R131",-0.301094,0.161094,-1.869053,0.061651,"parametric",NA,NA
"coefficient","cod_nlmod_alt_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752081,0.565626,0.555247,0.382088,1567.036982,1203.408445,2770.445426,226,8243.030298,8440,6.933792,0.145991,47.494645,0,7911.723658,9319.152848,0.377581,0.315808,"ecf1R132",-0.041218,0.106639,-0.386517,0.699124,"parametric",NA,NA
"coefficient","cod_nlmod_alt_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752081,0.565626,0.555247,0.382088,1567.036982,1203.408445,2770.445426,226,8243.030298,8440,6.933792,0.145991,47.494645,0,7911.723658,9319.152848,0.377581,0.315808,"ecf1R133",-0.388309,0.148519,-2.614537,0.008951,"parametric",NA,NA
"coefficient","cod_nlmod_alt_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752081,0.565626,0.555247,0.382088,1567.036982,1203.408445,2770.445426,226,8243.030298,8440,6.933792,0.145991,47.494645,0,7911.723658,9319.152848,0.377581,0.315808,"ecf1R134",0.148257,0.11443,1.295613,0.195145,"parametric",NA,NA
"coefficient","cod_nlmod_alt_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752081,0.565626,0.555247,0.382088,1567.036982,1203.408445,2770.445426,226,8243.030298,8440,6.933792,0.145991,47.494645,0,7911.723658,9319.152848,0.377581,0.315808,"ecf1R135",-0.235903,0.09881,-2.387438,0.016989,"parametric",NA,NA
"coefficient","cod_nlmod_alt_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752081,0.565626,0.555247,0.382088,1567.036982,1203.408445,2770.445426,226,8243.030298,8440,6.933792,0.145991,47.494645,0,7911.723658,9319.152848,0.377581,0.315808,"ecf1R136",-0.244041,0.094961,-2.569906,0.01019,"parametric",NA,NA
"coefficient","cod_nlmod_alt_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752081,0.565626,0.555247,0.382088,1567.036982,1203.408445,2770.445426,226,8243.030298,8440,6.933792,0.145991,47.494645,0,7911.723658,9319.152848,0.377581,0.315808,"ecf1R137",-0.839326,0.140304,-5.982183,0,"parametric",NA,NA
"coefficient","cod_nlmod_alt_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752081,0.565626,0.555247,0.382088,1567.036982,1203.408445,2770.445426,226,8243.030298,8440,6.933792,0.145991,47.494645,0,7911.723658,9319.152848,0.377581,0.315808,"ecf2R201",-0.24304,0.091937,-2.643543,0.00822,"parametric",NA,NA
"coefficient","cod_nlmod_alt_23_25","dfa",NA,NA,"2026-02-18 21:55:36 UTC",NA,8441,0.752081,0.565626,0.555247,0.382088,1567.036982,1203.408445,2770.445426,226,8243.030298,8440,6.933792,0.145991,47.494645,0,7911.723658,9319.152848,0.377581,0.315808,"ecf2R202",-0.196269,0.104065,-1.886024,0.059327,"parametric",NA,NA
